Scheme Code;Scheme Name;ISIN Div Payout/ISIN Growth;ISIN Div Reinvestment;Net Asset Value;Repurchase Price;Sale Price;Date

Open Ended Schemes ( Liquid )


PGIM India Mutual Fund
120102;DHFL Pramerica Liquid Fund - Direct Plan-Daily Dividend Option;;INF663L01633;1000.2480;1000.2480;1000.2480;09-Mar-2013
120104;DHFL Pramerica Liquid Fund - Direct Plan-Growth Option;INF663L01625;;1245.5609;1245.5609;1245.5609;09-Mar-2013
120106;DHFL Pramerica Liquid Fund - Direct Plan-Weekly Dividend - Option;;INF663L01641;1000.9343;1000.9343;1000.9343;09-Mar-2013
113184;DHFL Pramerica Liquid Fund - Dividend Option - Daily;;INF663L01088;1000.2500;1000.2500;1000.2500;09-Mar-2013
113187;DHFL Pramerica Liquid Fund - Dividend Option - Fortnightly;INF663L01120;INF663L01104;1002.5860;1002.5860;1002.5860;09-Mar-2013
113186;DHFL Pramerica Liquid Fund - Dividend Option - Monthly;INF663L01138;INF663L01112;1002.5286;1002.5286;1002.5286;09-Mar-2013
113183;DHFL Pramerica Liquid Fund - Growth Option;INF663L01070;;1245.4015;1245.4015;1245.4015;09-Mar-2013
113185;DHFL Pramerica Liquid Fund -Dividend Option- Weekly;;INF663L01096;1000.9206;1000.9206;1000.9206;09-Mar-2013

PineBridge Mutual Fund
119356;PineBridge India Liquid Fund- Direct Plan- Bonus Option;INF178L01AW6;;1029.0268;1029.0268;1029.0268;09-Mar-2013
119355;PineBridge India Liquid Fund- Direct Plan- Daily Dividend Option;;INF178L01AV8;1001.0000;1001.0000;1001.0000;09-Mar-2013
119360;PineBridge India Liquid Fund- Direct Plan- Growth Option;INF178L01AP0;;1479.9607;1479.9607;1479.9607;09-Mar-2013
119359;PineBridge India Liquid Fund- Direct Plan- Monthly Dividend Option;INF178L01AR6;INF178L01AQ8;1007.2027;1007.2027;1007.2027;09-Mar-2013
119357;PineBridge India Liquid Fund- Direct Plan- Quarterly Dividend Option;INF178L01AT2;INF178L01AS4;1016.7508;1016.7508;1016.7508;09-Mar-2013
119358;PineBridge India Liquid Fund- Direct Plan- Weekly Dividend Option;;INF178L01AU0;1003.1514;1003.1514;1003.1514;09-Mar-2013
106518;PineBridge India Liquid Fund- Standard Plan-Bonus Option;;INF178L01707;1028.9317;1028.9317;1028.9317;09-Mar-2013
106513;PineBridge India Liquid Fund- Standard Plan-Daily Dividend Option;;INF178L01699;1001.0000;1001.0000;1001.0000;09-Mar-2013
106508;PineBridge India Liquid Fund- Standard Plan-Growth Option;INF178L01715;;1479.8293;1479.8293;1479.8293;09-Mar-2013
106519;PineBridge India Liquid Fund- Standard Plan-Monthly Dividend Option;INF178L01723;INF178L01731;1003.4480;1003.4480;1003.4480;09-Mar-2013
